Date,EMA_12,EMA_26
2003-09-23,0.12926646828259003,0.13334968030631542
2003-09-24,0.12926209320408433,0.13304511363712931
2003-09-25,0.12976517460133605,0.13300711427780273
2003-09-26,0.12991350172224378,0.132838387359983
2003-09-29,0.12984381808323545,0.13258817778285015
2003-09-30,0.12905534950003617,0.1320052588576346
2003-10-01,0.12479273531280419,0.12973437725951562
2003-10-02,0.12094352577062385,0.12751500659500573
2003-10-03,0.11612076956973619,0.12470616243721672
2003-10-06,0.11121221541262305,0.12170682948249702
2003-10-07,0.1071648834529115,0.1189807352744971
2003-10-08,0.10484960119350832,0.11699072145911145
2003-10-09,0.10353997575432479,0.11546081882057099
2003-10-10,0.10344307588345196,0.11453113791487324
2003-10-13,0.10146310679731407,0.1127564815377386
2003-10-14,0.09874425741112453,0.11061085963028255
2003-10-15,0.0963001716468405,0.1085550700238378
2003-10-16,0.09420094184210631,0.10663655949733634
2003-10-17,0.09202352732315797,0.10466701786560344
2003-10-20,0.09071427233973932,0.10310008098155404
2003-10-21,0.08822549442886708,0.1009843131991478
2003-10-22,0.08875071121405625,0.10029209766829217
2003-10-24,0.08954763053282713,0.0998208820473866
2003-10-27,0.08707031089618766,0.09786711692496318
2003-10-28,0.08423056881703625,0.09570007029212914
2003-10-29,0.08151240190677345,0.09354173055940312
2003-10-30,0.07995424265660805,0.09190044435357314
2003-10-31,0.0805472902099924,0.09130108193876078
2003-11-03,0.08487021274801686,0.09258591192160454
2003-11-04,0.08932954255218609,0.09416146337001285
2003-11-05,0.0952268626511821,0.09664299372746822
2003-11-06,0.09940082308671833,0.09854777978337187
2003-11-07,0.10093849985906646,0.0993513310666022
2003-11-10,0.0981072108543216,0.09810568590079646
2003-11-11,0.09235332260269606,0.09533540822064529
2003-11-12,0.08807238902907495,0.09305332275053518
2003-11-13,0.0872875565406298,0.09230648238784231
2003-11-14,0.08809806419515996,0.09232495452911887
2003-11-17,0.08735182972296691,0.09165255346221415
2003-11-18,0.08668510722856237,0.0910129667990381
2003-11-19,0.08410084974792272,0.08944811248832452
2003-11-20,0.07989330556626262,0.08702616434601396
2003-11-21,0.07565270034781554,0.08445603155344675
2003-11-24,0.07113491124353688,0.08162870115467323
2003-11-25,0.0674429180787584,0.0790737570448809
2003-11-26,0.06688149857721133,0.07794190032442325
2003-11-27,0.06712184125637637,0.07723833185533886
2003-11-28,0.06916560392967877,0.07747299606107984
2003-12-01,0.07171475429064926,0.07808500237329517
2003-12-02,0.07357265093235382,0.07850767497243841
2003-12-03,0.07603731693191446,0.07932880867296133
2003-12-04,0.0784100273847414,0.08022741061387453
2003-12-08,0.08073526857539884,0.08121235020721826
2003-12-09,0.08208831707293207,0.08182847862219209
2003-12-11,0.0840499918956451,0.08279223601466427
2003-12-12,0.08456996797573775,0.08313576197033709
2003-12-15,0.0894748913172719,0.08560362920925359
2003-12-16,0.09274548616934476,0.08746512022010483
2003-12-17,0.09458178958503996,0.08874040452760548
2003-12-18,0.09692912589219674,0.09030329867975019
2003-12-19,0.09992297370624598,0.0922355829763255
2003-12-22,0.10232880320345736,0.09396338167719917
2003-12-23,0.10522553980992738,0.0959777675637409
2003-12-24,0.1110468248810118,0.09946562869027685
2003-12-25,0.1177545909405226,0.1035531602145402
2003-12-26,0.12367869429384709,0.10745746410510254
2003-12-29,0.13476643895965595,0.11399758043965824
2003-12-30,0.1484123537581555,0.12210626967745415
2003-12-31,0.16147521980769364,0.13034439659617258
2004-01-05,0.1769418699142226,0.140097289107577
2004-01-06,0.18579239670391995,0.14708788206607168
2004-01-07,0.18894494858439304,0.15147277850021415
2004-01-08,0.1960255619386796,0.15765767901036537
2004-01-09,0.20495569807018316,0.16479943958689036
2004-01-12,0.2139126709789428,0.17208659383801855
2004-01-13,0.21977662635273362,0.17800820769509743
2004-01-14,0.22442510962926046,0.18334032324732413
2004-01-15,0.22393477289720945,0.18614755270092448
2004-01-16,0.22441643132990746,0.1891785156645409
2004-01-19,0.2240894405740015,0.1916312916461689
2004-01-20,0.22272424134072585,0.19337828082480155
2004-01-21,0.2209497479935588,0.19469766999215996
2004-01-22,0.2190479959091282,0.1957266099516118
2004-01-23,0.21771706779369832,0.19681330278177642
2004-01-26,0.21160901321483377,0.1954208146520951
2004-01-27,0.20926011815713425,0.19548899099933154
2004-01-28,0.20548646224514955,0.19469212905339836
2004-01-29,0.2022338861920418,0.19392565415314286
2004-01-30,0.1981780538824917,0.19258827059957423
2004-02-02,0.19080021233413955,0.18945003454169487
2004-02-03,0.1895833770517891,0.18896416405704058
2004-02-04,0.18944103356025643,0.1889414959310988
2004-02-05,0.18924507617328357,0.18888414886545687
2004-02-06,0.18799171003313084,0.18830741163559273
2004-02-09,0.18738518986760344,0.18799199810386014
2004-02-10,0.18766360730256512,0.18808110218467453
2004-02-11,0.19101778837055425,0.18966515270762413
2004-02-12,0.19333841254870315,0.19088268550917215
2004-02-13,0.19769613615023401,0.19316275443135597
2004-02-16,0.2002528478345694,0.19472956981410103
2004-02-17,0.20388548837602494,0.19688775066891062
2004-02-18,0.20441371777808506,0.19766043428524432
2004-02-19,0.2029033833736087,0.1974334794603365
2004-02-20,0.20014942401613012,0.1965126770966077
2004-02-23,0.19806694691533008,0.19577939159766858
2004-02-24,0.19637001666345894,0.19513179964807592
2004-02-25,0.1919280758531251,0.1930848071849806
2004-02-26,0.18733375844362807,0.19078704462990015
2004-02-27,0.1850560122462379,0.18943455303958104
2004-03-01,0.1813677950691101,0.18733440841404966
2004-03-02,0.17803487805249565,0.1852876992323509
2004-03-03,0.17262824494629592,0.18214725950122843
2004-03-04,0.16805870023856417,0.1792419961563996
2004-03-08,0.16559287725155616,0.17722635576133386
2004-03-09,0.16457173239873266,0.17587295427591676
2004-03-10,0.16124730449679148,0.1734351762581537
2004-03-11,0.15762107292515742,0.17078640759319194
2004-03-12,0.1511869362736677,0.1667132799707684
2004-03-15,0.14194185176818472,0.16111184345352839
2004-03-16,0.13128514764451366,0.1545608383802539
2004-03-17,0.12100289901049567,0.1478860008353015
2004-03-18,0.11455266670036174,0.14278899255080696
2004-03-19,0.10944120464112926,0.13823633853336573
2004-03-22,0.10731297260823613,0.1350786613403256
2004-03-23,0.10834535637164615,0.1335190173203312
2004-03-24,0.10914015519195976,0.132036982607987
2004-03-25,0.1059521901521263,0.1288059751876207
2004-03-26,0.10113909266398734,0.12479568491292459
2004-03-29,0.09537686176712003,0.1202689372774746
2004-03-30,0.09276093078985172,0.11716555750987472
2004-03-31,0.09353037876585676,0.11572828233387544
2004-04-01,0.09992658703331078,0.11716364901316674
2004-04-02,0.1091355125545251,0.12032075671005837
2004-04-05,0.1211518346883563,0.12527785668890057
2004-04-07,0.12819604422828434,0.12836388187475153
2004-04-08,0.12994766926500415,0.1291948244741746
2004-04-09,0.130932068813268,0.12972456090784457
2004-04-12,0.1324427985582084,0.13054139433358797
2004-04-16,0.13566686651031193,0.13223456810494302
2004-04-19,0.13692802751729785,0.13309603810129692
2004-04-20,0.13980173533173473,0.1347635262649888
2004-04-21,0.14059102299232373,0.13551675432873506
2004-04-22,0.13739309843221478,0.1343528846267262
2004-04-23,0.13362669821829518,0.1327646336945048
2004-04-26,0.12683149672910213,0.12955672664591486
2004-04-27,0.12470987551818696,0.12833333643941403
2004-04-28,0.11708426223835128,0.1243933403475504
2004-04-29,0.10885861577325587,0.11989143070811933
2004-04-30,0.10076753928426255,0.11517848166268821
2004-05-04,0.09205299904901741,0.10991511470657568
2004-05-06,0.08202402314944598,0.10376322885437031
2004-05-07,0.07291575780374031,0.0977674562282954
2004-05-10,0.05896370295951436,0.08920893364221956
2004-05-11,0.04690415749782962,0.08116209836935614
2004-05-12,0.035726410946919404,0.07324259515065666
2004-05-13,0.0231666377957188,0.06441632035906102
2004-05-14,0.008422896793409218,0.05426195005696068
2004-05-17,-0.01227443949238266,0.040901080492427445
2004-05-18,-0.031141886708122464,0.027877826648937162
2004-05-19,-0.04350639867818285,0.01755271248875552
2004-05-20,-0.053000780327270666,0.008458446423125213
2004-05-21,-0.05566670327235325,0.0026223185791672413
2004-05-24,-0.061950978852748154,-0.004721149059654044
2004-05-25,-0.07024667204849094,-0.012954618360796435
2004-05-26,-0.07772269258188036,-0.020798039631516857
2004-05-27,-0.08051203110414654,-0.02635769543485713
2004-05-28,-0.08201983639505181,-0.031095108031907036
2004-05-31,-0.0797306921075618,-0.03376512955001516
2004-06-01,-0.07981164337564502,-0.037208962572243875
2004-06-03,-0.08095461958555951,-0.04091503858467686
2004-06-04,-0.0817761006997368,-0.04427646141749427
2004-06-07,-0.08248908624551086,-0.04739750181229234
2004-06-08,-0.08365934651201407,-0.05056033708381007
2004-06-09,-0.08511191196350801,-0.05371149892550744
2004-06-10,-0.08311289387071986,-0.055074965254016894
2004-06-11,-0.08262305666639815,-0.05691600131243259
2004-06-14,-0.07978953225315744,-0.057455938102647465
2004-06-15,-0.07726804700964707,-0.05789622995951359
2004-06-16,-0.0728906669959995,-0.05722355195665613
2004-06-17,-0.06535086563501123,-0.054753804267242766
2004-06-18,-0.06377242820771456,-0.054778783385045736
2004-06-21,-0.06230373581115662,-0.05473783110690071
2004-06-22,-0.06105982472821374,-0.05469934834135458
2004-06-23,-0.05951814444132604,-0.054428204231879704
2004-06-24,-0.057452825774901496,-0.05381082414874539
2004-06-25,-0.05487734867227858,-0.052840557516086656
2004-06-28,-0.05251244665391268,-0.05185277440770248
2004-06-29,-0.050760165236324845,-0.0510579479656202
2004-06-30,-0.050270856894882435,-0.05080029708053346
